,Title,URL,Album,InAnAlbum,Lyrics
37,Fireflies,https://genius.com/Owl-city-fireflies-lyrics,Ocean Eyes,True,"You would not believe your eyes
If ten million fireflies
Lit up the world as I fell asleep
'Cause they'd fill the open air
And leave teardrops everywhere
You'd think me rude but I would just stand and stare
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems
'Cause I'd get a thousand hugs
From ten thousand lightning bugs
As they tried to teach me how to dance
A foxtrot above my head
A sock hop beneath my bed
The disco ball is just hanging by a thread
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems 
Leave my door open just a crack
'Cause I feel like such an insomniac
Why do I tire of counting sheep?
When I'm far too tired to fall asleep 
To ten million fireflies
I'm weird 'cause I hate goodbyes
I got misty eyes as they said farewell 
But I'll know where several are
If my dreams get real bizarre
'Cause I saved a few and I keep them in a jar 
]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems 
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems 
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
Because my dreams are bursting at the seams"
38,Fireflies (Adam Young Remix),https://genius.com/Owl-city-fireflies-adam-young-remix-lyrics,Ocean Eyes,True,"You would not believe your eyes
If ten million fireflies
Lit up the world as I fell asleep
'Cause they'd fill the open air
And leave teardrops everywhere
You'd think me rude, but I would just stand and stare
'Cause I'd get a thousand hugs
From ten thousand lightning bugs
As they try to teach me how to dance
A foxtrot above my head
A sock hop beneath my bed
A disco ball is just hanging by a thread
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems
Leave my door open just a crack
'Cause I feel like such an insomniac
Why do I tire of counting sheep?
When I'm far too tired to fall asleep
To ten million fireflies
I'm weird 'cause I hate goodbyes
I got misty eyes as they said farewell
But I'll know where several are
If my dreams get real bizarre
'Cause I saved a few and I keep them in a jar
]
I'd like to make myself believe 
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
Because my dreams are bursting at the seams"
43,Gold,https://genius.com/Owl-city-gold-lyrics,The Midsummer Station,True,"Stand on up and take a bow
There's something there and it's showing
There's no need to look around
You're the best we got going
Shout out to the dreams you'll chase
Shout out to the hearts you'll break
Nothing's gonna stop you now
I guess you'd better be going
You'll never be far, I'm keeping you near
Inside of my heart, you're here
Go on
It's gotta be time
You're starting to shine
'Cause what you've got is
Go-o-o-o o-o o-o-old
I know you're gold
O-o-o-o o-o o-oh oh
I know I know
I don't need the stars in the night
I've found my treasure
All I need is you by my side
So shine forever
Go-o-o-o-o-o-o-o-old
I know you're gold
O-o-o-o o-o o-oh oh
I know you're gold
It won't take you long to get
When you feel like you're soaring
So write it all and don't forget
You gotta tell us your story
Shout out to the friends back home
Shout out to the hearts you've known
You gave 'em nothing but the best, yeah
And you can tell 'em your story
You'll never be far, I'm keeping you near
Inside of my heart, you're here
Go on
It's gotta be time
You're starting to shine
'Cause what you've got is
Go-o-o-o o-o o-o-old
I know you're gold
O-o-o-o o-o o-oh oh
I know I know
I don't need the stars in the night
I've found my treasure
All I need is you by my side
So shine forever
Go-o-o-o-o-o-o-o-old
I know you're gold
O-o-o-o o-o o-oh oh
I know you're gold
'Cause what you have got is
Go-o-o-o o-o o-o-old
I know you're gold
O-o-o-o o-o o-oh oh
I know I know
I don't need stars in the night
I've found my treasure
All I need is you by my side
So shine forever
Go-o-o-o-o-o-o-o-old
I know you're gold
O-o-o-o o-o o-oh oh
I know you're gold
You're gold
You're gold"
46,Hello Seattle (Ocean Eyes Version),https://genius.com/Owl-city-hello-seattle-ocean-eyes-version-lyrics,Ocean Eyes,True,"Hello Seattle, I am a mountaineer
In the hills and highlands
I fall asleep in hospital parking lots
And awake in your mouth
Hello Seattle, I am a manta ray
Deep beneath the blue waves
I'll crawl the sandy bottom of Puget Sound
And construct a summer home
Hello Seattle, I am the crescent moon
Shining down on your face
I will disguise myself as a sleeping pill
And descend inside of you
Hello Seattle, I am a cold seahorse
Feeling warm in your sand
I sing about the tide and the ocean surf
Rolling in the evening breeze
Hello Seattle, I am an albatross
On the docks and moored boats
I sail above your inlets and interstates
Through the rain and open wind
Hello Seattle, I am an old lighthouse
Throwing beams of bright light
Red in the morning, blue in the evening sun
Taking heed for everyone
Hello Seattle, I am a mountaineer
In the hills and highlands
I fall asleep in hospital parking lots
Take me above your light
Carry me through the night
Hold me secure in flight
Sing me to sleep tonight
Take me above your light 
Carry me though the night 
Hold me secure in flight 
Sing me to sleep tonight "
48,Hello Seattle (Remix),https://genius.com/Owl-city-hello-seattle-remix-lyrics,Ocean Eyes,True,"Hello Seattle, I am a mountaineer
In the hills and highlands
I fall asleep in hospital parking lots
And awake in your mouth
Hello Seattle, I am a manta ray
Deep beneath the blue waves
I'll crawl the sandy bottom of Puget Sound
And construct a summer home
Hello Seattle, I am the crescent moon
Shining down on your face
I will disguise myself as a sleeping pill
And descend inside of you
Hello Seattle, I am a cold seahorse
Feeling warm in your sand
I sing about the tide and the ocean surf
Rolling in the evening breeze
Hello Seattle, I am an albatross
On the docks and moored boats
I sail above your inlets and interstates
Through the rain and open wind
Hello Seattle, I am an old lighthouse
Throwing beams of bright light
Red in the morning, blue in the evening sun
Taking heed for everyone
Take me above your light
Carry me through the night
Hold me secure in flight
Sing me to sleep tonight
Take me above your light 
Carry me through the night 
Hold me secure in flight 
Sing me to sleep tonight "
50,Hey Anna,https://genius.com/Owl-city-hey-anna-lyrics,The Midsummer Station,True,"Hey Anna, he’s just a boy you won’t understand if you try
So, hey Anna, smile when he’s holding your hand tonight
Hey Anna, remember when you’re wishing away your life
Hey, hey Anna, everything is going to turn out just fine
Da-da-da, da-da-da, da-da-whoa-oh
Such a hot crush
Makes your face blush
But try to take your time
Because every goose chase
Makes your heart race
And then you wonder why?
So wait for the home run
You’ll find the right one
And you’ll figure this all out
Life is a mind game
Love is a blind date
And it’s making your heart pound
Waking up sad
Isn’t so bad
If you look outside
Because all the signs say
That it’s a new day
And you were so alive
Life is a mind game
Love is a blind date
And it’s making your heart pound
 "
55,Hot Air Balloon,https://genius.com/Owl-city-hot-air-balloon-lyrics,Ocean Eyes,True,"We wrote a prelude, to our own fairytale
And bought a parachute, at a church rummage sale
And with a mean sewing machine and miles of thread
We sewed the day above L.A., in navy and red
We wound a racetrack, through your mom's kitchen chairs
And fought the shadows back, down your dark basement stairs
I lit a match and let it catch, to light up the room
And then you yelled as we beheld
An old maroon hot air balloon
I'll be out of my mind
And you'll be out of ideas pretty soon
So let's spend the afternoon
In a cold hot air balloon
Leave your jacket behind
Lean out and touch the tree tops over town
I can't wait to kiss the ground wherever we touch back down
La la la la la la
La la la la la la
We drank the great lakes
Like cold lemonade
And both got stomach aches
Sprawled out in the shade
So bored to death, you held your breath
And I tried not to yawn
You make my frown turn upside down
And now my worries are gone
I'll be out of my mind
And you'll be out of ideas pretty soon
So let's spend the afternoon
In a cold hot air balloon
Leave your jacket behind
Lean out and touch the tree tops over town
I can't wait to kiss the ground wherever we touch back down
I'll be out of my mind
And you'll be out of ideas pretty soon
So let's spend the afternoon
In a cold hot air balloon
Leave your jacket behind
Lean out and touch the tree tops over town
I can't wait to kiss the ground wherever we touch back down"
61,If My Heart Was A House,https://genius.com/Owl-city-if-my-heart-was-a-house-lyrics,Ocean Eyes,True,"You're the sky that I fell through
And I remember the view whenever I'm holding you
The sun hung from a string
Looking down on the world as it warms over everything
Chills run down my spine as our fingers entwine
And your sighs harmonize with mine
Unmistakably, I can still feel your heart
Beat fast when you dance with me
We got older and I should've known
That I'd feel colder when I walk alone
So I may as well ditch my dismay
Bombs away
Bombs away
Circle me and the needle moves gracefully back and forth
If my heart was a compass, you'd be north
Risk it all 'cause I'll catch you if you fall
Wherever you go, if my heart was a house, you'd be home
It makes me smile because you said it best
I would clearly feel blessed if the sun rose up from the West
Flower balm perfume, all my clothes smell like you
'Cause your favorite shade is navy blue
I walk slowly when I'm on my own
Yeah, but frankly I still feel alone
So I may as well ditch my dismay
Bombs away
Bombs away
Circle me and the needle moves gracefully back and forth
If my heart was a compass, you'd be north
Risk it all '​cause I'll catch you if you fall
Wherever you go, if my heart was a house, you'd be home
If my heart was a house, you'd be home"
62,I Found Love,https://genius.com/Owl-city-i-found-love-lyrics,Mobile Orchestra,True,"I was so young and reckless
It was all a blur but there you were
And your love left me breathless
When the fairy dust fell over us
Yeah I, I felt like I could fly
Cause I, I found love
So take my hand, and shed a tear
Before I'm gone, it's now or never
I'll hold you close, the end is near
But love goes on and on forever
It's so dark in my mind
I cross my heart and hope to die
I'm so bad, at goodbyes
I hold my breath, and close my eyes
I don't have a lot left
Oh, how did it end so fast?
I say, with my last breath
It's a perfect day, to float away
When the sparks, flew between us
I saw you glow, and had to know
Where our journey would lead us
'Til the story end, and back again
Yeah I, I felt like I could fly
Cause I, I found love
So lead me home, and lift me up
Above the stars, and even higher
I'm not afraid, because your love
It falls like rain, and burns like fire
It's so dark in my mind
I cross my heart and hope to die
I'm so bad, at goodbyes
I hold my breath, and close my eyes
I don't have a lot left
Oh, how did it end so fast?
I say, with my last breath
It's a perfect day to float away
I'll love you forever
And you were my dream come true
I say, with my last breath
It's a perfect day to float away
Yeah I, I felt like I could fly
Cause I, I found love"
63,I Hope You Think of Me,https://genius.com/Owl-city-i-hope-you-think-of-me-lyrics,The Midsummer Station,True,"She wound a thread around the pieces of my broken heart
And left me to believe
That girls don't want to, girls don't want to leave
A starry night without a fear of heights
I can't recall, Because I learned after all
That girls don't want to, girls don't want to fall
As you doze off tonight, I'll toss and turn
As your sweet dreams take flight, I'll crash and burn
While your heart flutters free, I still can't breathe
As you stir in your sleep, I hope you think of me
Da da da da da da daaaaa
Da da da da da da daaaaa 
I miss the way she whispered in my ear
Before she left, had me so convinced
That girls don't want to, girls don't want to leave
And Juliet's romantic balcony
Wears out the wall, but I learned after all
That girls don't want to, girls don't want to fall
As you doze off tonight, I'll toss and turn
As your sweet dreams take flight, I'll crash and burn
While your heart flutters free, I still can't breathe
As you stir in your sleep, I hope you think of me
When you're alone
I hope my ghost never leaves
Because when I'm home
Your painful memory is always haunting me
As you doze off tonight, I'll toss and turn
As your sweet dreams take flight, I'll crash and burn
While your heart flutters free, I still can't breathe
As you stir in your sleep, the thought is killing me
When I see you around, my eyes go wide
When you race through my mind, I die inside
While your heart flutters free, I still can't breathe
As you stir in your sleep, I hope you think of me
 
Da da da da da da daaaaa
I hope you think of me"
65,I’m Coming After You,https://genius.com/Owl-city-im-coming-after-you-lyrics,The Midsummer Station,True,"I saw your face in a criminal sketch
Don't be alarmed 'cause you don't know me yet
I'm on the prowl now sniffing around this town, for you
Calling all cars there's an officer down
Shot to the heart on a night on the town
And the evidence of your fingerprints was found and now
You got the right to remain right here with me
I'm on your tail in a hot pursuit
Love is a high-speed chase racing down the street
I'm coming after you
I'm coming after you
I'm coming after you
Oh, no here we go once again
We both know you'll never turn yourself in
So I'm driving till it's light out
Searching for your hide-out
(Driving till it's light out
Searching for your hide-out)
Pick up the pace as I chase you around
One of these days I'll end up tracking you down
But, yeah, I got the feeling I'll be letting you loose when I do 
You got the right to remain right here with me
I'm on your tail in a hot pursuit
Love is a high-speed chase racing down the street
I'm coming after you
You got the right to remain right here with me
I'm on your tail in a hot pursuit
Love is a high-speed chase racing down the street
I'm coming after you
I'm coming after you
I'm coming after you
I'm coming after you
I'm coming after you
Love is a high-speed chase racing down the street
You got the right to remain right here with me
I'm on your tail in a hot pursuit
Love is a high-speed chase racing down the street
I'm coming after you
I'm coming after you
I'm coming after you
I'm coming after you
I'm coming after you
I'm coming after you
I'm coming after you 
I'm coming after you
I'm coming after you "
76,Meteor Shower,https://genius.com/Owl-city-meteor-shower-lyrics,Ocean Eyes,True,"I can finally see that you're right there beside me
I am not my own, for I have been made new
Please don't let me go, I desperately need you
I am not my own, for I have been made new
Please don't let me go, I desperately need you"
77,Metropolis,https://genius.com/Owl-city-metropolis-lyrics,The Midsummer Station,True,"Oh oh, I can't even take it in
Oh oh, I can't even take it in
Oh oh, I left my heart in Metropolis
So far apart, I check that the coast was clear
I feel like a postcard, I wish you were here
Subway through the dark, carriage through the park
Taxi down the street, get out and use my feet
Don't matter much to me what it is that I do
As long as I'm coming home with you
Oh oh oh, as far as I can see
You're the only one, the only one who can get to me
Like a hijacked plane, or a runaway train
Or a speeding bullet, there's no stopping this
I left my heart in Metropolis
A thousand miles feels like a million years
Like hundreds of postcards that say I wish you were here
Airplane through the sky, greyhound racing by
Dirt bike on the beach, sailboat on the sea
Don't matter much to me what it is that I do
As long as I'm coming home with you
I left my heart in Metropolis!
Like a hijacked plane, or a runaway train
Or a speeding bullet, there's no stopping me!
I left my heart in Metropolis!
I left my heart in Metropolis!
I left my heart in Metropolis!
I left my heart in Metropolis!
Oh oh, I can't even take it in
Oh oh, I can't even take it in
Oh oh, I can't even take it in
Oh oh, I left my heart in Metropolis"
80,My Everything,https://genius.com/Owl-city-my-everything-lyrics,Mobile Orchestra,True,"When my hope is lost and my strength is gone
I run to You, and You alone
When I can't get up, and I can't go on
I run to You, and You alone
Cause You're my light in the dark
And I sing with all of my heart
Hallelujah, my almighty God divine
Hallelujah, I am Your's and You are mine
This is all I know how to say
Hallelujah, Hallelujah
You're my everything
When I'm plagued with pain, and filled with fear
I run to You, and You alone
When my days are few, and death is near
I run to You, and You alone
Cause You're my light in the dark
And I sing with all of my heart
Hallelujah, my almighty God divine
Hallelujah, I am Your's and You are mine
This is all I know how to say
Hallelujah, hallelujah
When trouble comes and goes
And when the cold wind blows
I lift my hands up
I lift my hands up
When sorrow knocks me down
And you pick me off the ground
I lift my hands up
I lift my hands up
And I sing …
Hallelujah, my almighty God divine
Hallelujah, I am Your's and You are mine
This is all I know how to say
Hallelujah, by the grace of God above
Hallelujah, I'll shine a light cause I am loved
This is all I know how to say
Hallelujah, hallelujah
This is all I know how to say
Hallelujah, Hallelujah
You're my everything
Oh-oh, You're my everything"
90,Rugs From Me To You,https://genius.com/Owl-city-rugs-from-me-to-you-lyrics,Ocean Eyes,True,"Toupee or not toupee
That is the question
It refused to stay as it all turned grey
William Shakespeare's receding hair
Please excuse the pun
'It's hair today, gone tomorrow'
So I'll be thankful
For what precious locks you have
Toupee or not toupee
That is the question
And by the way I just got to say
Thank the Lord I'm not going bald
And if I may quip
My curls and I
Are just like heaven
'Cause rest assured
There'll be no parting there
But should my head get bare like Friar Tuck
It makes me smile
'Cause I know just what I'd do
Yeah if I had more wigs than I knew what to do with
I'd open a second hand store
And if you ever went bald
You'd recall it
'Cause I'd cleverly call it
""Rugs From Me To You"""
91,Shooting Star,https://genius.com/Owl-city-shooting-star-lyrics,The Midsummer Station,True,"Close your tired eyes, relax and then
Count from 1 to 10 and open them
All these heavy thoughts will try to weigh you down, but not this time
Way up in the air, you're finally free
And you can stay up there, right next to me
All this gravity will try to pull you down, but not this time
When the sun goes down, and the lights burn out
Then it's time for you to shine
Brighter than a shooting star, so shine no matter where you are
Fill the darkest night, with a brilliant light
'Cause it's time for you to shine
Brighter than a shooting star, so shine no matter where you are tonight
Woah, woah, woah
Brighter than a shooting star
Shine no matter where you are, tonight
Gaze into my eyes, when the fire starts
And fan the flame so hot, it melt our hearts
All the pouring rain, will try to put it out, but not this time
Let your colors burn, and brightly burst
Into a million sparks that all disperse
And illuminate a world that'll try to bring you down, but not this time
When the sun goes down, and the lights burn out
Then it's time for you to shine
Brighter than a shooting star, so shine no matter where you are
Fill the darkest night, with a brilliant light
'Cause it's time for you to shine
Brighter than a shooting star, so shine no matter where you are tonight
Woah, woah, woah
Brighter than a shooting star
Shine no matter where you are, tonight
A thousand heartbeats beat in time
And makes this dark planet come alive
So when the lights flicker out tonight, you gotta shine
When the sun goes down, and the lights burn out
Then it's time for you to shine
Brighter than a shooting star, so shine no matter where you are
Fill the darkest night, with a brilliant light
'Cause it's time for you to shine
Brighter than a shooting star, so shine no matter where you are tonight
Woah, woah, woah
Brighter than a shooting star
Shine no matter where you are, tonight"
